mol_bdID,mol_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
50602908,CCOC(=O)c1c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn2c1-c1ccc(Cl)cc1,active,534.0120000000003,5.511700000000006,0.0,8.0,6.657577319177793
50084901,CN(CCCCC1(C)COC(c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)OC1)Cc1ccccc1,active,495.66700000000026,7.097700000000008,1.0,4.0,6.657577319177793
50004399,COc1ccc(-c2nc(SCCCCCSc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)[nH]3)[nH]c2-c2ccc(OC)cc2)cc1,active,692.9070000000002,9.889899999999999,2.0,8.0,6.657577319177793
50084178,CCCCCCCCCCCCn1nnc(C(C(=O)Nc2c(OC)cc(OC)cc2OC)c2ccc(-c3ccccc3)cc2)n1,active,613.8030000000003,8.057400000000008,1.0,8.0,6.655607726314889
50762066,CC(C)c1ccc(-c2nc(SC[C@H]3C[C@@](C)(O)CC(=O)O3)[nH]c2-c2ccc(C(C)C)cc2)cc1,active,478.6580000000002,6.539200000000007,2.0,5.0,6.638272163982407
50602957,CCCc1c(-c2nc(C3CCCC3)no2)c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn12,active,529.6410000000003,5.674700000000007,0.0,9.0,6.638272163982407
50779811,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)N(C1CCCCC1)C1CCCCC1,active,463.68800000000044,6.267100000000006,2.0,3.0,6.638272163982407
50768357,CCCCCCCCCCCCCCCCCCNC(CNC(=O)Nc1c(C(C)C)cccc1C(C)C)c1ccccc1,active,591.969,11.64729999999999,3.0,2.0,6.638272163982407
51053337,CC(=O)OC[C@@]1(C)[C@@H]2C[C@H](OC(=O)c3cccc(F)c3)[C@@]3(C)Oc4cc(-c5cccnc5)oc(=O)c4[C@H](O)[C@@H]3[C@@]2(C)CC[C@@H]1OC(C)=O,active,663.6950000000002,5.188300000000005,1.0,11.0,6.638272163982407
51125425,CCC(=O)[C@H](C[C@H](C)C(Cl)(Cl)Cl)NC(=O)[C@H](C[C@H](C)C(Cl)(Cl)Cl)N(C)C,active,491.1140000000001,5.173300000000006,1.0,3.0,6.638272163982407
50004390,COc1ccc(-c2nc(SCCCCCn3c(C(C)C)nc4ccccc43)[nH]c2-c2ccc(OC)cc2)cc1,active,540.7330000000002,8.196600000000007,1.0,6.0,6.638272163982407
50051778,COc1ccc(-c2nc(SCCCCCN(CCOCCO)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,active,640.7530000000002,6.844500000000007,3.0,7.0,6.638272163982407
50082561,O=C(N[C@H]1c2ccccc2C[C@@H]1c1ccc(O)cc1)C(c1ccccc1)c1ccccc1,active,419.52400000000006,5.721500000000006,2.0,2.0,6.638272163982407
50058747,CCCCCCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1c(C(C)C)cccc1C(C)C,active,638.966,11.757399999999986,2.0,3.0,6.638272163982407
50529978,COc1cccc(C2(CNC(=O)Nc3c(C(C)C)cc(N)cc3C(C)C)CCN(c3ccccc3OCCCN(C)C)CC2)c1,active,615.8629999999999,7.214600000000008,3.0,6.0,6.621602099051862
50005509,CCCCCCCCCCCCn1nnc(N(C(=O)Nc2c(C(C)C)cccc2C(C)C)c2ccccc2)n1,active,532.7770000000002,9.211,1.0,5.0,6.619788758288394
50779817,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)N(C(C)C)C(C)C,active,383.5580000000001,4.4185000000000025,2.0,3.0,6.619788758288394
50051780,CN(CCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)CCN(CCN1CCOCC1)C(=O)Nc1ccc(F)cc1F,active,620.7700000000004,5.912100000000006,2.0,6.0,6.619788758288394
50004858,CCCCCCCCCCCCn1nnc(C(NC(=O)c2ccccc2[N+](=O)[O-])c2ccccc2)n1,active,492.6240000000002,6.021600000000005,1.0,7.0,6.619788758288394
50084208,CCCCCCCCCCCCn1nnc(C(C(=O)NC2CC2)c2ccccc2)n1,active,411.5940000000001,5.004500000000004,1.0,5.0,6.61261017366127
50762071,CC(O)(CC(=O)OC(C)(C)C)CC(O)CSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)[nH]1,active,537.5090000000002,6.3764000000000065,3.0,6.0,6.6020599913279625
51138745,CC(C)c1cccc(C(C)C)c1NC(=O)CN1CCN(CCCSc2nc3ccccc3o2)CC1,active,494.7050000000003,5.813100000000006,1.0,6.0,6.6020599913279625
50004384,Cc1nc2ccccc2n1CCCSCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,active,498.72100000000006,7.707520000000008,1.0,5.0,6.6020599913279625
51053326,CC(=O)OC[C@@]1(C)[C@@H]2C[C@H](OC(=O)c3cccc(I)c3)[C@@]3(C)Oc4cc(-c5cccnc5)oc(=O)c4[C@H](O)[C@@H]3[C@@]2(C)CC[C@@H]1OC(C)=O,active,771.601,5.653800000000007,1.0,11.0,6.6020599913279625
50768348,COc1ccc(C(=O)NC(CNC(=O)Nc2c(C(C)C)cccc2C(C)C)C2CCCCC2)cc1,active,479.66500000000036,6.442400000000007,3.0,3.0,6.6020599913279625
50046138,Cc1cc(C)n(CCCCC2(C)COC(c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)OC2)n1,active,470.61700000000013,6.479240000000007,1.0,5.0,6.6020599913279625
50474014,Cc1cc(C)n(CCCCCSc2nc(-c3ccc(N(C)C)cc3)c(-c3ccc(N(C)C)cc3)[nH]2)n1,active,502.7320000000002,6.6516400000000075,1.0,6.0,6.6020599913279625
50762069,CCOC(CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)OCC,active,368.5020000000001,5.234900000000005,1.0,4.0,6.6020599913279625
51138742,CC(C)c1cc(C(C)C)c(NC(=O)CN2CCN(CCSc3nc4ccccc4o3)CC2)c(C(C)C)c1,active,522.7590000000004,6.546400000000007,1.0,6.0,6.6020599913279625
50004770,CCCCCCCCCCCCn1nnc(C(NC(=O)c2cccc(Cl)c2)c2ccccc2)n1,active,482.0720000000001,6.766800000000007,1.0,5.0,6.6020599913279625
50004376,COc1ccc(-c2nc(SCCCCCN(CCc3ccccn3)C(=O)NC(C)C)[nH]c2-c2ccc(OC)cc2)cc1,active,587.7900000000002,7.081000000000007,2.0,6.0,6.585026652029182
50051816,CCCCCCCN(CCN(C)CCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)NC(C)C,active,535.8020000000001,7.158000000000008,2.0,4.0,6.585026652029182
50084909,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,active,296.373,5.410700000000004,1.0,1.0,6.585026652029182
50602978,CCCc1noc(-c2c(C(=O)OCC)c3c(-c4ccccc4)cc(N4CCOCC4)nn3c2CCC)n1,active,503.60300000000035,4.969600000000005,0.0,9.0,6.585026652029182
51138743,CC(C)c1cccc(C(C)C)c1NC(=O)CN1CCN(CCSc2nc3ccccc3o2)CC1,active,480.6780000000003,5.423000000000005,1.0,6.0,6.585026652029182
51053345,CC(=O)OC[C@@]1(C)[C@@H]2C[C@H](OC(=O)c3ccc(C)cc3)[C@@]3(C)Oc4cc(-c5cccnc5)oc(=O)c4[C@H](O)[C@@H]3[C@@]2(C)CC[C@@H]1OC(C)=O,active,659.7320000000001,5.357620000000005,1.0,11.0,6.568636235841013
50768327,COc1ccc(CNC(CNC(=O)Nc2c(C(C)C)cccc2C(C)C)Cc2ccccc2)cc1,active,473.66100000000023,6.464600000000006,3.0,3.0,6.568636235841013
50474833,CCCOCC1(C)C2C[C@H](OC(C)=O)[C@@]3(C)Oc4cc(-c5cccnc5)oc(=O)c4[C@H](O)C3[C@@]2(C)CC[C@@H]1OC(C)=O,active,583.6780000000003,4.618800000000005,1.0,10.0,6.568636235841013
50084201,CCCCCCCCn1nnc(C(C(=O)Nc2c(OC)cc(OC)cc2OC)c2ccccc2)n1,active,481.59700000000026,4.8300000000000045,1.0,8.0,6.568636235841013
